parent_id	pH	pH min	pH max	half-life	half-life min	half-life max	half-life units	rate (k_1)	rate (k_1) min	rate (k_1) max	rate units	reaction	temperature (deg C)	activation (kcal/mol)	citation	comments	doi
71	7							184700			sec^-1	Acid Halide Hydrolysis	13.605	20.209	Queen, A.; Nour, T.A.; Paddon-Row, M.N.; Preston, K. Kinetics of the hydrolysis of thiochloroformate esters in pure water. Can. J. Chem. 1970, 48, 522-527		10.1139/v70-087
71	7							143200			sec^-1	Acid Halide Hydrolysis	11.83	20.209	Queen, A.; Nour, T.A.; Paddon-Row, M.N.; Preston, K. Kinetics of the hydrolysis of thiochloroformate esters in pure water. Can. J. Chem. 1970, 48, 522-527		10.1139/v70-087
71	7							124800			sec^-1	Acid Halide Hydrolysis	10.881	20.209	Queen, A.; Nour, T.A.; Paddon-Row, M.N.; Preston, K. Kinetics of the hydrolysis of thiochloroformate esters in pure water. Can. J. Chem. 1970, 48, 522-527		10.1139/v70-087
71	7							101100			sec^-1	Acid Halide Hydrolysis	9.534	20.209	Queen, A.; Nour, T.A.; Paddon-Row, M.N.; Preston, K. Kinetics of the hydrolysis of thiochloroformate esters in pure water. Can. J. Chem. 1970, 48, 522-527		10.1139/v70-087
135	7			15.875			days				days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Tribenuron, July 29, 2005	Kemi, Tribenuron methyl Draft Assessment Report, Annex B8b, table 8.4.6.a.	
135	9				200						days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Tribenuron, July 29, 2005	Kemi, Tribenuron methyl Draft Assessment Report, Annex B8b, table 8.4.6.a.	
135	9											Sulfonylurea Hydrolysis			EFSA Draft Assessment Report for Tribenuron, July 29, 2005		
135	4							0.147			days^-1	Sulfonylurea Hydrolysis	25	22.66	Metsulfuron-methyl EFSA		
135	4							0.468			days^-1	Sulfonylurea Hydrolysis	35	22.66	Metsulfuron-methyl EFSA		
135	4							1.46			days^-1	Sulfonylurea Hydrolysis	45	22.66	Metsulfuron-methyl EFSA		
135	7							0.0213			days^-1	Sulfonylurea Hydrolysis	45	22.66	Metsulfuron-methyl EFSA		
135	9							0.0474			days^-1	Sulfonylurea Hydrolysis	45	22.66	Metsulfuron-methyl EFSA		
135	7							0.319			days^-1	Sulfonylurea Hydrolysis	65	22.66	Metsulfuron-methyl EFSA		
135	9							0.567			days^-1	Sulfonylurea Hydrolysis	65	22.66	Metsulfuron-methyl EFSA		
169	9							3.162277660168375e-05			sec^-1	Imide Hydrolysis	25	22.35	Donskikh A.I. et al Periodica polytechnica Chemical engineering. Vol 33, No 1 (1989), pp. 61-67	intrepreted from Fig. 2	
169	10							0.00025118864315095774			sec^-1	Imide Hydrolysis	25	22.35	Donskikh A.I. et al Periodica polytechnica Chemical engineering. Vol 33, No 1 (1989), pp. 61-67		
169	6							1e-05			sec^-1	Imide Hydrolysis	25	22.35	Donskikh A.I. et al Periodica polytechnica Chemical engineering. Vol 33, No 1 (1989), pp. 61-67	pH independent in pH range 5-6.5	
169	5							1e-05			sec^-1	Imide Hydrolysis	25	22.35	Donskikh A.I. et al Periodica polytechnica Chemical engineering. Vol 33, No 1 (1989), pp. 61-67		
168	11.3							0.0268			sec^-1	Imide Hydrolysis	47	10.37	Donskikh A.I. et al Periodica polytechnica Chemical engineering. Vol 33, No 1 (1989), pp. 61-67		
190	4			0.07083333333333333			days	0.405			hr^-1	N-S Cleavage	25	25.8	OECDdoc		
190	7			0.075			days	0.384			hr^-1	N-S Cleavage	25	25.8	OECDdoc		
190	9			0.8958333333333334			days	0.0323			hr^-1	N-S Cleavage	25	25.8	OECDdoc		
62	5			4			days				days	Organophosphorus Ester Hydrolysis	25	17.5	034401_naled_(hydrolysis-DOCs)-NEW		
62	7			0.64			days				days	Organophosphorus Ester Hydrolysis	25	17.5	034401_naled_(hydrolysis-DOCs)-NEW		
62	9			0.07			days				days	Organophosphorus Ester Hydrolysis	25	17.5	034401_naled_(hydrolysis-DOCs)-NEW		
105	8							0.02			sec^-1	Anhydride Hydrolysis	30	13.01	Barros T.C. et al J. Chem. Soc., Perkin Trans. 2, 2001, 2342–2350	rates taken from fig 2; rate in s-1	
105	9							0.13			sec^-1	Anhydride Hydrolysis	30	13.01	Barros T.C. et al J. Chem. Soc., Perkin Trans. 2, 2001, 2342–2350		
138	5.03			15			days				days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Nicosulfuron, July 3, 2006.	Galicia and Mamouni, 1992	
138	7											Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Nicosulfuron, July 3, 2006.	Galicia and Mamouni, 1992	
138	9											Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Nicosulfuron, July 3, 2006.	Galicia and Mamouni, 1992	
138	4			48			days				days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Nicosulfuron, July 3, 2006.	Cowlyn, 1993	
118	5											Amide Hydrolysis	25	17.68	EFSA 124002 Novaluron		
118	7											Amide Hydrolysis	25	17.68	EFSA 124002 Novaluron		
118	9			101			days				days	Amide Hydrolysis	25	17.68	EFSA 124002 Novaluron		
142	4							38.465			days^-1	Sulfonylurea Hydrolysis	50	22.66	EFSA Orthosulfamuron & EPA MRID #46219015 	Castoldi and Pizzingrilli (2000) unpublished study	
142	7							0.01958			hours^-1	Sulfonylurea Hydrolysis	50	22.66	EFSA Orthosulfamuron & EPA MRID #46219015 		
142	9							0.0868			days^-1	Sulfonylurea Hydrolysis	50	22.66	EFSA Orthosulfamuron & EPA MRID #46219015 		
142	7							0.0284			days^-1	Sulfonylurea Hydrolysis	25	22.66	EPA MRID Number 46219015 (also EPA MRID Number 46219016 as a supporting/confirmatory source)		
142	9							0.00304			days^-1	Sulfonylurea Hydrolysis	25	22.66	EPA MRID Number 46219015 (also EPA MRID Number 46219016 as a supporting/confirmatory source)		
69	7								350		sec^-1	Acid Halide Hydrolysis	20	19.05	Prager et al  J. Chem. Soc., Perkin Trans. 2, 2001		
60	5			93.7			days				days	Organophosphorus Ester Hydrolysis	25	17.5	058702_oxydemeton-methyl_(hydrolysis-docs)-NEW		
60	7			39.6			days				days	Organophosphorus Ester Hydrolysis	25	17.5	058702_oxydemeton-methyl_(hydrolysis-docs)-NEW		
60	9			2.5			days				days	Organophosphorus Ester Hydrolysis	25	17.5	058702_oxydemeton-methyl_(hydrolysis-docs)-NEW		
60	5			21.7			days				days	Organophosphorus Ester Hydrolysis	40	17.5	058702_oxydemeton-methyl_(hydrolysis-docs)-NEW		
60	7			7.5			days				days	Organophosphorus Ester Hydrolysis	40	17.5	058702_oxydemeton-methyl_(hydrolysis-docs)-NEW		
60	9					1					days	Organophosphorus Ester Hydrolysis	40	17.5	058702_oxydemeton-methyl_(hydrolysis-docs)-NEW		
60	4			4.9			days				days	Organophosphorus Ester Hydrolysis	50	17.5	058702_oxydemeton-methyl_(hydrolysis-docs)-NEW	pH4 in 0.01M Acetate buffer, pH in 0.01M Tris buffer and pH in 0.01 botate buffer	
60	7			3.5			days					Organophosphorus Ester Hydrolysis	50	17.5	058702_oxydemeton-methyl_(hydrolysis-docs)-NEW	pH4 in 0.01M Acetate buffer, pH in 0.01M Tris buffer and pH in 0.01 botate buffer	
60	9			0.2			days				days	Organophosphorus Ester Hydrolysis	50	17.5	058702_oxydemeton-methyl_(hydrolysis-docs)-NEW	pH4 in 0.01M Acetate buffer, pH in 0.01M Tris buffer and pH in 0.01 botate buffer	
60	4			91			days				days	Organophosphorus Ester Hydrolysis	25	17.5	058702_oxydemeton-methyl_(hydrolysis-docs)-NEW	pH4 in 0.01M Acetate buffer, pH in 0.01M Tris buffer and pH in 0.01 botate buffer	
60	7			42			days					Organophosphorus Ester Hydrolysis	25	17.5	058702_oxydemeton-methyl_(hydrolysis-docs)-NEW	pH4 in 0.01M Acetate buffer, pH in 0.01M Tris buffer and pH in 0.01 botate buffer	
60	9			2.5			days				days	Organophosphorus Ester Hydrolysis	25	17.5	058702_oxydemeton-methyl_(hydrolysis-docs)-NEW	pH4 in 0.01M Acetate buffer, pH in 0.01M Tris buffer and pH in 0.01 botate buffer	
133	5			46.3			days				days	Urea Hydrolysis	20	17.5	EFSA 128823 Pencycuron		
133	7			156			days				days	Urea Hydrolysis	20	17.5	EFSA 128823 Pencycuron		
133	5			4.7			days				days	Urea Hydrolysis	50	17.5	EFSA 128823 Pencycuron		
133	7			14.2			days				days	Urea Hydrolysis	50	17.5	EFSA 128823 Pencycuron		
133	9			163			days				days	Urea Hydrolysis	20	17.5	EFSA 128823 Pencycuron		
133	9			14.8			days				days	Urea Hydrolysis	50	17.5	EFSA 128823 Pencycuron		
33	7							0.000131			min^-1	Halogenated Aliphatics: Elimination	25	24.69	Jeffers, P.M. et. al Environ. Sci. Tech. 23, 965, 1989	rate in min-1	
93	7							0.008437			sec^-1	Acid Halide Hydrolysis: another mechanism	19.6	14.7	Queen A. C. J. Chem. 45, 1619 (1967)		
61	5			14.8			days				days	Organophosphorus Ester Hydrolysis	10	17.5	057201_phorate_(hydrolysis-docs)-NEW		
61	7			18.2			days				days	Organophosphorus Ester Hydrolysis	10	17.5	057201_phorate_(hydrolysis-docs)-NEW		
61	9			20.5			days				days	Organophosphorus Ester Hydrolysis	10	17.5	057201_phorate_(hydrolysis-docs)-NEW		
61	5			5.54			days				days	Organophosphorus Ester Hydrolysis	20	17.5	057201_phorate_(hydrolysis-docs)-NEW		
61	7			5.2			days				days	Organophosphorus Ester Hydrolysis	20	17.5	057201_phorate_(hydrolysis-docs)-NEW		
61	9			5.3			days				days	Organophosphorus Ester Hydrolysis	20	17.5	057201_phorate_(hydrolysis-docs)-NEW		
61	5			1.16			days				days	Organophosphorus Ester Hydrolysis	30	17.5	057201_phorate_(hydrolysis-docs)-NEW		
61	7			1.25			days				days	Organophosphorus Ester Hydrolysis	30	17.5	057201_phorate_(hydrolysis-docs)-NEW		
61	9			0.92			days				days	Organophosphorus Ester Hydrolysis	30	17.5	057201_phorate_(hydrolysis-docs)-NEW		
61	5			2.36			days				days	Organophosphorus Ester Hydrolysis	25	17.5	057201_phorate_(hydrolysis-docs)-NEW	martin and Heim 1999 (PA-630-005)	
61	7			2.47			days				days	Organophosphorus Ester Hydrolysis	25	17.5	057201_phorate_(hydrolysis-docs)-NEW	martin and Heim 1999 (PA-630-005)	
61	9			2.08			days				days	Organophosphorus Ester Hydrolysis	25	17.5	057201_phorate_(hydrolysis-docs)-NEW	martin and Heim 1999 (PA-630-005)	
63	7							6			sec^-1	Acid Halide Hydrolysis	20	19.05	Prager et al  J. Chem. Soc., Perkin Trans. 2, 2001, 1641–1647; W. H. Manogue and R. L. Pigford, AiChE J., 1960, 6, 494		10.1002/aic.690060329
63	7							9			sec^-1	Acid Halide Hydrolysis	20	19.05	Prager et al  J. Chem. Soc., Perkin Trans. 2, 2001, 1641–1647; R. Mertens, C. von Sonntag, J. Lind and G. Merényi, Angew. Chem., Int. Ed. Engl., 1994, 33, 1259.		10.1002/anie.199412591
49	5			7			days				days	Organophosphorus Ester Hydrolysis	25	17.5	EFSA 108102 Pirimiphos-methyl		
49	7			117			days				days	Organophosphorus Ester Hydrolysis	25	17.5	EFSA 108102 Pirimiphos-methyl		
49	9			75			days				days	Organophosphorus Ester Hydrolysis	25	17.5	EFSA 108102 Pirimiphos-methyl		
49	4			2			days				days	Organophosphorus Ester Hydrolysis	25	17.5	EFSA 108102 Pirimiphos-methyl		
56	5			106			days				days	Organophosphorus Ester Hydrolysis	25	17.5	111401_Profenofos_(source Hydrolysis Information)		
56	7			43			days				days	Organophosphorus Ester Hydrolysis	25	17.5	111401_Profenofos_(source Hydrolysis Information)		
56	9			0.33			days				days	Organophosphorus Ester Hydrolysis	25	17.5	111401_Profenofos_(source Hydrolysis Information)		
116	4											Amide Hydrolysis	50	17.68	EFSA 028201 Propanil		
116	7											Amide Hydrolysis	50	17.68	EFSA 028201 Propanil		
116	9											Amide Hydrolysis	50	17.68	EFSA 028201 Propanil		
98	5			10.5			days				days	Carboxylic Acid Ester Hydrolysis	25	14.34	EFSA Propaquizafop 9-26-2012	found through linear regression analysis method	
98	7			32			days				days	Carboxylic Acid Ester Hydrolysis	25	14.34	EFSA Propaquizafop 9-26-2012	found through linear regression analysis method	
98	9			0.54			days				days	Carboxylic Acid Ester Hydrolysis	25	14.34	EFSA Propaquizafop 9-26-2012	found through linear regression analysis method	
91	7							0.0003922			sec^-1	Acid Halide Hydrolysis: another mechanism	24.755	17.72	Queen A. C. J. Chem. 45, 1619 (1967)		
157	7			61.3			days				days	Carbonate Hydrolysis	17	17.5	U.S. Environmental Protection Agency, Risk-Based Prioritization Document April 2009, proplylene carbonate		
157	7			8.97			days				days	Carbonate Hydrolysis	35	17.5	U.S. Environmental Protection Agency, Risk-Based Prioritization Document April 2009, proplylene carbonate		
157	9			6.32			days				days	Carbonate Hydrolysis	5	17.5	U.S. Environmental Protection Agency, Risk-Based Prioritization Document April 2009, proplylene carbonate		
157	9			1.03			days				days	Carbonate Hydrolysis	17	17.5	U.S. Environmental Protection Agency, Risk-Based Prioritization Document April 2009, proplylene carbonate		
149	5			9.3			days				days	Sulfonylurea Hydrolysis	25	22.66	129031_Prosulfuron_(EFSA Hydrolysis Information)		
149	7			537.5			days				days	Sulfonylurea Hydrolysis	25	22.66	129031_Prosulfuron_(EFSA Hydrolysis Information)		
149	9			1186			days				days	Sulfonylurea Hydrolysis	25	22.66	129031_Prosulfuron_(EFSA Hydrolysis Information)		
149	4			8.78			days				days	Sulfonylurea Hydrolysis	15	20.5736137667304	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
149	4			4.97			days				days	Sulfonylurea Hydrolysis	20	20.5736137667304	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
149	4			2.64			days				days	Sulfonylurea Hydrolysis	25	20.5736137667304	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
149	4			1.48			days				days	Sulfonylurea Hydrolysis	30	20.5736137667304	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
149	4			0.79			days				days	Sulfonylurea Hydrolysis	35	20.5736137667304	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
149	4			0.27			days				days	Sulfonylurea Hydrolysis	45	20.5736137667304	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
149	4			0.12			days				days	Sulfonylurea Hydrolysis	55	20.5736137667304	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
145	3.1			37.8			days				h	Sulfonylurea Hydrolysis	25	13.575525812619501	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions. J. Agric. Food Chem	Temp 25 +/- 0.5, supporting information	10.1021/jf800899e
145	6.9			1001.6			days				h	Sulfonylurea Hydrolysis	25	17.5	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions. J. Agric. Food Chem		10.1021/jf800899e
145	9			355.5			days				h	Sulfonylurea Hydrolysis	25	27.174952198852772	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions. J. Agric. Food Chem		10.1021/jf800899e
145	5			529.1			days				h	Sulfonylurea Hydrolysis	25	13.58	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions. J. Agric. Food Chem		10.1021/jf800899e
145	9.8			60.3			days				h	Sulfonylurea Hydrolysis	25	27.17	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions. J. Agric. Food Chem		10.1021/jf800899e
145	9			14.8125			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	27.174952198852772	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions. J. Agric. Food Chem		10.1021/jf800899e
145	9.8			2.5125			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	22.66	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions. J. Agric. Food Chem		10.1021/jf800899e
154	7			7.3			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	22.66	EFSA Draft Assessment Report for Rimsulfuron, Aug. 1, 2005.	Horne, P., Boucher, C.R. (1989a) WAS 9800053	
154	9			0.17500000000000002			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	22.66	EFSA Draft Assessment Report for Rimsulfuron, Aug. 1, 2005.	Horne, P., Boucher, C.R. (1989a) WAS 9800053	
154	7			7.1			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	22.66	EFSA Draft Assessment Report for Rimsulfuron, Aug. 1, 2005.		
154	9			0.45416666666666666			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	22.66	EFSA Draft Assessment Report for Rimsulfuron, Aug. 1, 2005.		
154	5			4.7			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	22.06	EFSA Draft Assessment Report for Rimsulfuron, Aug. 1, 2005.		
154	5			4.5			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	22.06	EFSA Draft Assessment Report for Rimsulfuron, Aug. 1, 2005.		
154	4			2.09			days				days	Sulfonylurea Hydrolysis: Ring Contraction	15	22.055449330783937	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
154	4			1.11			days				days	Sulfonylurea Hydrolysis: Ring Contraction	20	22.055449330783937	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
154	4			0.27			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	22.055449330783937	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
154	4			0.21			days				days	Sulfonylurea Hydrolysis: Ring Contraction	30	22.055449330783937	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
154	4			0.11			days				days	Sulfonylurea Hydrolysis: Ring Contraction	35	22.055449330783937	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
154	4			0.03			days				days	Sulfonylurea Hydrolysis: Ring Contraction	45	22.055449330783937	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
154	4			0.02			days				days	Sulfonylurea Hydrolysis: Ring Contraction	55	22.055449330783937	Dinelli G. et al. J. Agric. Food Chem., Vol. 45, No. 5, 1997		10.1021/jf960649g
75	7							296400			sec^-1	Acid Halide Hydrolysis	4.616	19.05	Queen, A.; Nour, T.A.; Paddon-Row, M.N. Can. J. Chem. 1970, 48, 522-527	table 1, pure water	10.1139/v70-087
156	4			32.5			days				days	Carbonate Hydrolysis	25	17.5	EFSA Spirotetramat (Vol3, Annex B.8, pg 158) 2008		
156	7			8.6			days				days	Carbonate Hydrolysis	25	17.5	EFSA Spirotetramat (Vol3, Annex B.8, pg 158) 2008		
156	9			0.32			days				days	Carbonate Hydrolysis	25	17.5	EFSA Spirotetramat (Vol3, Annex B.8, pg 158) 2008		
156	4			48			days				days	Carbonate Hydrolysis	20	17.5	EFSA Spirotetramat (Vol3, Annex B.8, pg 158) 2008		
156	7			13			days				days	Carbonate Hydrolysis	20	17.5	EFSA Spirotetramat (Vol3, Annex B.8, pg 158) 2008		
156	9			0.14			days				days	Carbonate Hydrolysis	30	17.5	EFSA Spirotetramat (Vol3, Annex B.8, pg 158) 2008		
156	4			5.69			days				days	Carbonate Hydrolysis	50	17.5	EFSA Spirotetramat (Vol3, Annex B.8, pg 158) 2008		
156	7			0.62			days				days	Carbonate Hydrolysis	50	17.5	EFSA Spirotetramat (Vol3, Annex B.8, pg 158) 2008		
109	7							0.00269			sec^-1	Anhydride Hydrolysis	25.1	13	Bunton C.A. et al J. Chem. Soc., 1963, 2918-2926	rates in s-1	10.1039/jr9630002918
109	7							0.000347			sec^-1	Anhydride Hydrolysis	0	13	Bunton C.A. et al J. Chem. Soc., 1963, 2918-2926		10.1039/jr9630002918
70	7							6			sec^-1	Acid Halide Hydrolysis	20	19.05	Prager et al  J. Chem. Soc., Perkin Trans. 2, 2001		
117	5											Amide Hydrolysis	25	17.68	EFSA 129048 Teflubenzuron		
117	7											Amide Hydrolysis	25	17.68	EFSA 129048 Teflubenzuron		
117	9			10			days				days	Amide Hydrolysis	25	17.68	EFSA 129048 Teflubenzuron		
112	7							0.000227			sec^-1	Anhydride Hydrolysis	25.1	13.5	Bunton C.A. et al J. Chem. Soc., 1963, 2918-2926	rates in s-1	10.1039/jr9630002918
139	4			1.8333333333333333			days				days	Sulfonylurea Hydrolysis	50	22.66	EFSA Draft Assessment Report for Thiencarbazone-methyl, June 8, 2012.	Hass, M., 2005 M-259661-02-1	
139	7			3.9			days				days	Sulfonylurea Hydrolysis	50	22.66	EFSA Draft Assessment Report for Thiencarbazone-methyl, June 8, 2012.		
139	9			2.95			days				days	Sulfonylurea Hydrolysis	50	22.66	EFSA Draft Assessment Report for Thiencarbazone-methyl, June 8, 2012.		
139	4			50			days				days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Thiencarbazone-methyl, June 8, 2012.	extrapolation used for values over 30 days	
139	7			146			days				days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Thiencarbazone-methyl, June 8, 2012.	extrapolation used for values over 30 days	
139	9			153			days				days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Thiencarbazone-methyl, June 8, 2012.	extrapolation used for values over 30 days	
139	4			118			days				days	Sulfonylurea Hydrolysis	20	22.66	EFSA Draft Assessment Report for Thiencarbazone-methyl, June 8, 2012.	extrapolation used for values over 30 days	
192	5			69.1			days				days	N-S Cleavage	25	25.8	EFSA Thiodicarb 2003		
192	7			30.8			days				days	N-S Cleavage	25	25.8	EFSA Thiodicarb 2003		
192	9			0.26			days				days	N-S Cleavage	25	25.8	EFSA Thiodicarb 2003		
192	5			78			days				days	N-S Cleavage	25	25.8	FAOevaluation		
192	7			32			days				days	N-S Cleavage	25	25.8	FAOevaluation		
192	9			0.48			days				days	N-S Cleavage	25	25.8	FAOevaluation		
51	4			68			days				days	Organophosphorus Ester Hydrolysis	25	17.5	EFSA 128905 Tolclfos-methyl	Major Hydrolysis Product is DM-TM and ph-CH3 compound is a daughter metabolite. 20 deg C and 25 Deg C are calculated half lifes using arrhenius eq.	
51	7			50			days				days	Organophosphorus Ester Hydrolysis	25	17.5	EFSA 128905 Tolclfos-methyl	Major Hydrolysis Product is DM-TM and ph-CH3 compound is a daughter metabolite. 20 deg C and 25 Deg C are calculated half lifes using arrhenius eq.	
51	9			55			days				days	Organophosphorus Ester Hydrolysis	25	17.5	EFSA 128905 Tolclfos-methyl	Major Hydrolysis Product is DM-TM and ph-CH3 compound is a daughter metabolite. 20 deg C and 25 Deg C are calculated half lifes using arrhenius eq.	
51	4			126			days				days	Organophosphorus Ester Hydrolysis	20	17.5	EFSA 128905 Tolclfos-methyl	20 deg C and 25 Deg C are calculated half lifes using arrhenius eq.	
51	7			97			days				days	Organophosphorus Ester Hydrolysis	20	17.5	EFSA 128905 Tolclfos-methyl	20 deg C and 25 Deg C are calculated half lifes using arrhenius eq.	
51	9			102			days				days	Organophosphorus Ester Hydrolysis	20	17.5	EFSA 128905 Tolclfos-methyl	20 deg C and 25 Deg C are calculated half lifes using arrhenius eq.	
51	4			4			days				days	Organophosphorus Ester Hydrolysis	50	17.5	EFSA 128905 Tolclfos-methyl		
51	7			2.5			days				days	Organophosphorus Ester Hydrolysis	50	17.5	EFSA 128905 Tolclfos-methyl		
51	9			3.2			days				days	Organophosphorus Ester Hydrolysis	50	17.5	EFSA 128905 Tolclfos-methyl		
51	4			1.3			days				days	Organophosphorus Ester Hydrolysis	62	17.5	EFSA 128905 Tolclfos-methyl		
51	7			0.7			days				days	Organophosphorus Ester Hydrolysis	62	17.5	EFSA 128905 Tolclfos-methyl		
51	9			1			days				days	Organophosphorus Ester Hydrolysis	62	17.5	EFSA 128905 Tolclfos-methyl		
51	4			0.4			days				days	Organophosphorus Ester Hydrolysis	74	17.5	EFSA 128905 Tolclfos-methyl		
51	7			0.2			days				days	Organophosphorus Ester Hydrolysis	74	17.5	EFSA 128905 Tolclfos-methyl		
51	9			0.3			days				days	Organophosphorus Ester Hydrolysis	74	17.5	EFSA 128905 Tolclfos-methyl		
6	2.96			0.01958333333333333			days	0.0004083333333333333			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	68	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
6	3.02			0.022500000000000003			days	0.00035555555555555557			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	69	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
6	3			0.02125			days	0.0003777777777777778			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	69	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
6	7.01			0.022083333333333333			days	0.00036111111111111115			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	68	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
6	7.03			0.020416666666666666			days	0.00039444444444444444			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	68	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
6	9.9			0.01958333333333333			days	0.0004138888888888889			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	69	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
6	10.51			0.022500000000000003			days	0.00036111111111111115			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	69	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
6	7							2.4999999999999998e-06			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	25	24.89	Ellington1987vol1_EPA600_S3-86_043	extrapolated	
55	4			31.2			days				days	Organophosphorus Ester Hydrolysis	35	17.5	Kunde L et al J. Agric. Food Chem. 2004, 52, 5404-5411; 344600_triazophosl_EFSA		10.1021/jf049441i
55	7			17.2			days				days	Organophosphorus Ester Hydrolysis	35	17.5	Kunde L et al J. Agric. Food Chem. 2004, 52, 5404-5411; 344600_triazophosl_EFSA		10.1021/jf049441i
55	8			7.5			days				days	Organophosphorus Ester Hydrolysis	35	17.5	Kunde L et al J. Agric. Food Chem. 2004, 52, 5404-5411; 344600_triazophosl_EFSA		10.1021/jf049441i
55	5			30.1			days				days	Organophosphorus Ester Hydrolysis	35	17.5	Kunde L et al J. Agric. Food Chem. 2004, 52, 5404-5411; 344600_triazophosl_EFSA		10.1021/jf049441i
55	9			2			days				days	Organophosphorus Ester Hydrolysis	35	17.5	Kunde L et al J. Agric. Food Chem. 2004, 52, 5404-5411; 344600_triazophosl_EFSA		10.1021/jf049441i
